TaxID	Scientific Name	CLARK	Kaiju	Kraken
1211644	Caulobacter virus Swift	NA	1	NA
1211705	Vibrio parahaemolyticus BB22OP	NA	1	NA
1212491	Legionella fallonii LLAP-10	NA	13	NA
121292	Pseudarthrobacter sulfonivorans	2	14	NA
1214066	Methanobrevibacter boviskoreani JH1	NA	4	NA
1214179	Streptococcus suis 6407	NA	52	NA
1214242	Streptomyces collinus Tu 365	NA	8	NA
1215088	Pseudomonas putida HB3267	NA	10	NA
1215089	Planococcus halocryophilus	2	12	NA
121719	Pannonibacter phragmitetus	11	15	10
1217416	Halioglobus	NA	3	NA
1217420	Lactobacillus delbrueckii subsp. jakobsenii ZN7a-9 = DSM 26046	NA	3	NA
1217721	Dyella japonica A8	NA	17	NA
1217908	Octadecabacter antarcticus	12	NA	NA
1217984	Bacillus cereus FRI-35	NA	1	NA
1218	Prochlorococcus	NA	7	NA
121871	Haloterrigena	NA	5	NA
1218933	Pectobacterium carotovorum subsp. carotovorum PCC21	NA	4	NA
1219	Prochlorococcus marinus	8	9	NA
1219058	Sphingopyxis terrae NBRC 15098	NA	23	NA
1219067	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	NA	3	NA
1219076	Vibrio alginolyticus NBRC 15630 = ATCC 17749	NA	5	NA
1221500	Fictibacillus phosphorivorans	8	18	NA
1221522	Pseudomonas fluorescens NCIMB 11764	NA	7	NA
1221524	Amycolatopsis mediterranei RB	NA	1	NA
1222034	Mannheimia haemolytica USDA-ARS-USMARC-184	NA	91	NA
122277	Pectobacterium	NA	50	NA
1223514	Corynebacterium humireducens	19	NA	19
1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392	NA	21	NA
1223566	Bradyrhizobium sp. CCGE-LA001	1	7	NA
1223802	Sulfuritalea hydrogenivorans sk43H	NA	33	NA
1224	Proteobacteria	NA	8492	NA
1224162	Corynebacterium marinum DSM 44953	NA	31	NA
1224163	Corynebacterium maris DSM 45190	NA	19	NA
1224164	Corynebacterium vitaeruminis DSM 20294	NA	56	NA
1224742	Vibrio campbellii CAIM 519 = NBRC 15631	NA	2	NA
1224749	Exiguobacterium sp. ZWU0009	1	1	NA
1225174	Pseudomonas mendocina S5.2	NA	1	NA
1225786	Dickeya solani IPO 2222	NA	8	NA
122586	Neisseria meningitidis MC58	NA	82	NA
122587	Neisseria meningitidis Z2491	NA	58	NA
1226298	Lactobacillus paracasei subsp. paracasei JCM 8130	NA	11	NA
1226968	Azospirillum humicireducens	6	2	NA
1227	Nitrosococcus	NA	20	NA
1227452	Haloarcula amylolytica JCM 13557	NA	1	NA
1227453	Haloarcula japonica DSM 6131	NA	2	NA
1227454	Halobiforma nitratireducens JCM 10879	NA	1	NA
1227455	Halococcus saccharolyticus DSM 5350	NA	3	NA
1227456	Halococcus salifodinae DSM 8989	NA	3	NA
1227460	Haloferax larsenii JCM 13917	NA	1	NA
1227465	Halorubrum californiensis DSM 19288	NA	2	NA
1227466	Halorubrum coriense DSM 10284	NA	2	NA
1227481	Halorubrum hochstenium ATCC 700873	NA	4	NA
1227482	Halorubrum lipolyticum DSM 21995	NA	3	NA
1227483	Halorubrum litoreum JCM 13561	NA	1	NA
1227484	Halorubrum saccharovorum DSM 1137	NA	1	NA
1227485	Halorubrum tebenquichense DSM 14210	NA	3	NA
1227487	Halogeometricum pallidum JCM 14848	NA	4	NA
1227490	Halovivax asiaticus JCM 14624	NA	3	NA
1227492	Natrialba chahannaoensis JCM 10990	NA	1	NA
1227493	Natrialba hulunbeirensis JCM 10989	NA	8	NA
1227496	Natrinema versiforme JCM 10478	NA	9	NA
1227497	Natronococcus amylolyticus DSM 10524	NA	2	NA
1227498	Natronococcus jeotgali DSM 18795	NA	4	NA
1227499	Natronolimnobius innermongolicus JCM 12255	NA	1	NA
1227500	Natronorubrum bangense JCM 10635	NA	2	NA
1227739	Hymenobacter swuensis DY53	NA	53	NA
1228997	Riemerella anatipestifer RA-CH-1	NA	10	NA
1229205	Paraburkholderia phenoliruptrix BR3459a	NA	1	NA
1229512	Blattabacterium cuenoti BPAA	NA	9	NA
1229671	Mycobacterium avium subsp. hominissuis TH135	NA	1	NA
1229726	Gramella flava JLT2011	NA	148	NA
1229727	Thiobacimonas profunda	NA	9	NA
1229755	Vibrio phage vB_VpaS_MAR10	NA	1	NA
1229756	Leuconostoc gelidum JB7	NA	3	NA
1229758	Leuconostoc carnosum JB16	NA	7	NA
1229831	Chlamydia avium 10DC88	NA	1	NA
1230341	Salimicrobium jeotgali	NA	28	NA
1230451	Haloarcula argentinensis DSM 12282	NA	1	NA
1230453	Haloferax elongans ATCC BAA-1513	NA	1	NA
1230454	Halorubrum aidingense JCM 13560	NA	2	NA
1230455	Halorubrum arcis JCM 13916	NA	1	NA
1230456	Halorubrum kocurii JCM 14978	NA	2	NA
1230457	Haloterrigena limicola JCM 13563	NA	4	NA
1230458	Natrialba taiwanensis DSM 12281	NA	3	NA
1230460	Natronorubrum sulfidifaciens JCM 14089	NA	6	NA
1230998	Corynebacterium frankenforstense	12	NA	NA
1231	Nitrosospira multiformis	6	NA	NA
1231000	Corynebacterium lactis	2	NA	NA
1231072	Clostridium tetani 12124569	NA	10	NA
1231624	Asaia bogorensis NBRC 16594	NA	15	NA
1231626	Cardinium endosymbiont cEper1 of Encarsia pergandiella	NA	29	NA
123214	Persephonella marina EX-H1	NA	29	NA
1232219	Halococcus agarilyticus	NA	2	NA
1232659	Haemophilus influenzae 2019	NA	633	NA
1233100	Bacillus subtilis XF-1	NA	2	NA
12333	unclassified bacterial viruses	NA	89	NA
12336	Clostridium phage c-st	NA	1	NA
1233873	Geobacillus sp. GHH01	1	1	NA
1234	Nitrospira	NA	17	NA
1234380	Propionibacterium acnes C1	NA	1	NA
12345	Bacillus virus GA1	NA	3	NA
1234679	Carnobacterium maltaromaticum LMA28	NA	137	NA
1235591	Pseudorhodoplanes sinuspersici	NA	22	NA
1235661	Pseudomonas phage UFV-P2	NA	6	NA
1235834	Kosakonia sacchari SP1	NA	4	NA
1235990	Candidatus Pantoea carbekii	8	13	NA
1236	Gammaproteobacteria	NA	4214	NA
1236179	Janthinobacterium sp. B9-8	16	76	16
1236517	Prevotella fusca JCM 17724	NA	7765	NA
1236518	Prevotella scopos JCM 17725	NA	16	NA
1236689	Candidatus Methanomethylophilus alvus Mx1201	NA	17	NA
1236908	Wolbachia endosymbiont of Drosophila simulans wNo	NA	4	NA
1238	Piscirickettsia salmonis	26	26	15
123899	Bordetella trematum	14	27	11
1239	Firmicutes	NA	3917	NA
1239307	Sodalis praecaptivus	5	33	NA
1239381	Streptococcus phage phiNJ2	NA	9	NA
12402	Streptococcus phage EJ-1	NA	398	343
1240483	Orbaceae	NA	5	NA
1240980	Campylobacter fetus subsp. fetus 04/554	NA	1	NA
1242091	Salmonella enterica subsp. enterica serovar Djakarta str. S-1087	NA	1	NA
1242106	Salmonella enterica subsp. enterica serovar Krefeld str. SA20030536	NA	24	NA
1242108	Salmonella enterica subsp. enterica serovar Manchester str. ST278	NA	6	NA
1242245	Acinetobacter johnsonii XBB1	NA	26	NA
1243	Leuconostoc	NA	72	NA
1243595	Salmonella enterica subsp. enterica serovar Wandsworth str. SA20092095	NA	1	NA
1244	Leuconostoc gelidum	3	7	NA
1244528	Campylobacter fetus subsp. testudinum 03-427	NA	1	NA
1244531	Campylobacter iguaniorum	12	51	10
1245	Leuconostoc mesenteroides	14	19	10
1245469	Bradyrhizobium oligotrophicum S58	NA	13	NA
1245471	Pseudomonas resinovorans NBRC 106553	NA	10	NA
1246	Leuconostoc lactis	NA	15	NA
1246301	Variovorax paradoxus B4	NA	21	NA
12466	Barley mild mosaic virus	NA	1	NA
1246626	Bacillus lehensis G1	NA	19	NA
1246955	Mycoplasma cynos C142	NA	14	NA
1246995	Actinoplanes friuliensis DSM 7358	NA	23	NA
1247	Oenococcus oeni	4	1	NA
1247726	Advenella mimigardefordensis DPN7	NA	40	NA
1248727	endosymbiont of unidentified scaly snail isolate Monju	11	19	NA
1249471	Burkholderia pseudomallei MSHR146	NA	15	NA
1249473	Burkholderia pseudomallei MSHR491	NA	2	NA
1249526	Mannheimia haemolytica USDA-ARS-USMARC-185	NA	17	NA
1249552	Pseudohongiella spirulinae	9	28	NA
1249634	Serratia marcescens FGI94	NA	3	NA
1249658	Burkholderia pseudomallei PB08298010	NA	5	NA
1249661	Burkholderia thailandensis MSMB121	NA	6	NA
1249662	Burkholderia thailandensis E444	NA	1	NA
1249668	Burkholderia ubonensis MSMB22	NA	7	NA
125	Pirellula staleyi	1	NA	NA
1250539	Pelagibaca abyssi	2	12	NA
1252	Leuconostoc carnosum	8	NA	NA
1253	Pediococcus	NA	17	NA
1254	Pediococcus acidilactici	12	34	NA
1254432	Sorangium cellulosum So0157-2	NA	54	NA
1254439	Bifidobacterium thermophilum RBL67	NA	25	NA
1255	Pediococcus pentosaceus	15	18	14
1255043	Thioalkalivibrio nitratireducens DSM 14787	NA	15	NA
1257021	Flammeovirgaceae bacterium 311	38	175	16
1258574	Streptococcus gallolyticus subsp. gallolyticus DSM 16831	NA	74	NA
1259844	Pseudomonas sp. FGI182	4	6	NA
126	Planctomycetaceae	NA	4	NA
1260	Finegoldia magna	35	NA	33
1260251	Spiribacter salinus M19-40	NA	9	NA
1261127	Citrobacter amalonaticus Y19	NA	3	NA
1261131	Candidatus Liberibacter americanus str. Sao Paulo	NA	7	NA
1261545	Halarchaeum acidiphilum MH1-52-1	NA	5	NA
1261556	Xanthomonas translucens pv. translucens DSM 18974	NA	3	NA
1262452	Streptomyces sp. 769	1	5	NA
1262470	Herbaspirillum hiltneri N3	NA	22	NA
1262539	Vibrio phage VH7D	NA	1	NA
1263	Ruminococcus	NA	28	NA
1263550	Edwardsiella piscicida	2	3	NA
1263829	Bibersteinia trehalosi USDA-ARS-USMARC-188	NA	28	NA
1263832	Bibersteinia trehalosi USDA-ARS-USMARC-190	NA	107	NA
1263979	Candidatus Endolissoclinum faulkneri	2	4	NA
1264	Ruminococcus albus	11	NA	13
1264579	Halococcus sediminicola	NA	580	NA
1265309	Ruegeria mobilis F1926	NA	10	NA
1265350	Buchnera aphidicola (Aphis glycines)	NA	4	NA
1265601	Streptomyces sp. PAMC 26508	NA	2	NA
1266844	Acetobacter pasteurianus 386B	NA	2	NA
1266845	Carnobacterium inhibens subsp. gilichinskyi	NA	31	NA
1266925	Nitrosospira briensis C-128	NA	18	NA
1267000	Mycoplasma hominis ATCC 27545	NA	2	NA
1267021	Frischella perrara	36	62	36
1267169	Streptococcus phage phiBHN167	NA	1	NA
1267562	Cupriavidus gilardii CR3	NA	13	NA
1267754	Corynebacterium urealyticum DSM 7111	NA	2	NA
1267766	Altererythrobacter atlanticus	1	7	NA
1268	Micrococcaceae	NA	283	NA
1268072	Paenibacillus sabinae T27	NA	26	NA
1268635	Legionella oakridgensis ATCC 33761 = DSM 21215	NA	7	NA
1270	Micrococcus luteus	42	NA	42
1271752	Riemerella anatipestifer RA-CH-2	NA	1	NA
1273132	Liberibacter crescens	2	5	NA
1273541	Pyrodictium delaneyi	NA	4	NA
1273687	Mycobacterium sp. VKM Ac-1817D	3	NA	NA
1273755	Halovirus HRTV-8	NA	1	NA
1274	Dermacoccus nishinomiyaensis	19	26	19
1274631	Bradyrhizobium icense	3	9	NA
1276	Kytococcus sedentarius	10	NA	NA
1276220	Spiroplasma taiwanense CT-1	NA	13	NA
1276221	Spiroplasma diminutum CUAS-1	NA	4	NA
1276227	Spiroplasma chrysopicola DF-1	NA	1	NA
1276229	Spiroplasma syrphidicola EA-1	NA	1	NA
1276246	Spiroplasma culicicola AES-1	NA	7	NA
1276257	Spiroplasma sabaudiense Ar-1343	NA	7	NA
1276258	Spiroplasma apis B31	NA	6	NA
1276282	Staphylococcus pasteuri SP1	NA	4	NA
1276647	Streptococcus suis TL13	NA	12	NA
1277257	Candidatus Liberibacter africanus PTSAPSY	NA	5	NA
1278073	Myxococcus stipitatus DSM 14675	NA	21	NA
1279	Staphylococcus	NA	200	NA
128	Isosphaera pallida	3	NA	NA
1280	Staphylococcus aureus	294	37	39
1280052	Acinetobacter sp. M131	NA	1	NA
1280380	Synechococcus sp. KORDI-100	2	14	NA
1281	Staphylococcus carnosus	17	9	15
1282	Staphylococcus epidermidis	162	18	57
1282356	Pseudomonas poae RE*1-1-14	NA	1	NA
1282994	Burkholderia phage ST79	NA	3	NA
1283	Staphylococcus haemolyticus	16	13	19
1283076	Pelagibacter phage HTVC008M	NA	1	NA
1283291	Pseudomonas sp. URMO17WK12:I11	7	7	NA
1283312	Sphingomonas sp. DC-6	NA	2	NA
1284	Staphylococcus hyicus	12	7	10
1284658	Planktomarina temperata	4	NA	NA
1285583	Corynebacterium casei LMG S-19264	NA	16	NA
1285600	Nile crocodilepox virus	NA	1	NA
1286	Staphylococcus simulans	22	13	21
1286171	Peptoclostridium acidaminophilum DSM 3953	NA	106	NA
1286528	Neorickettsia helminthoeca str. Oregon	NA	3	NA
1287066	Enterococcus faecalis DENG1	NA	2	NA
128780	Stenotrophomonas acidaminiphila	5	19	NA
1288	Staphylococcus xylosus	18	14	15
128827	Erysipelotrichaceae	NA	43	NA
1288295	Listeria monocytogenes 6179	NA	11	NA
1288494	Nitrosospira lacus	8	19	NA
1288970	Magnetospira sp. QH-2	4	22	NA
128944	Aerococcus urinaehominis	10	106	NA
1289591	Rhodococcus erythropolis R138	NA	1	NA
1291379	Treponema pedis str. T A4	NA	192	NA
1291539	Candidatus Methanomethylophilus	NA	1	NA
12916	Acidovorax	NA	55	NA
1291742	Lactobacillus hokkaidonensis JCM 18461	NA	16	NA
1292	Staphylococcus warneri	17	4	19
1292033	Mycoplasma putrefaciens Mput9231	NA	2	NA
1293039	Methanobrevibacter arboriphilus JCM 9315	NA	3	NA
1293040	Thermocladium modestius JCM 10088	NA	7	NA
1293041	Methanogenium cariaci JCM 10550	NA	9	NA
1293047	Halopiger djelfimassiliensis	NA	5	NA
1293048	Halopiger goleimassiliensis	NA	5	NA
129337	Geobacillus	NA	50	NA
129338	Geobacillus subterraneus	2	4	NA
1293501	Coxiella burnetii Z3055	NA	1	NA
1293648	Acidiplasma sp. MBA-1	NA	1	NA
129394	Xanthomonas oryzae pv. oryzicola	NA	5	NA
1294143	Pseudomonas sp. ATCC 13867	2	6	NA
1294273	Roseibacterium elongatum DSM 19469	NA	6	NA
1295	Staphylococcus schleiferi	19	21	18
1295009	Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1	NA	13	NA
1295010	Campylobacter jejuni subsp. jejuni R14	NA	2	NA
1295140	Haemophilus influenzae CGSHiCZ412602	NA	379	NA
1295327	Croceicoccus	NA	2	NA
1295392	Photobacterium gaetbulicola	21	NA	21
1295609	Thermodesulfobacterium geofontis	1	NA	NA
1295826	Lactococcus lactis subsp. cremoris KW2	NA	6	NA
1296	Staphylococcus sciuri	26	NA	NA
12960	Azoarcus	NA	55	NA
1296990	Komagataeibacter xylinus E25	NA	3	NA
129726	Pseudocowpox virus	NA	1	NA
1297617	Intestinimonas butyriciproducens	7	100	NA
1297742	Myxococcus hansupus	1	14	NA
1298	Deinococcus	NA	56	NA
1298593	Thalassolituus oleivorans MIL-1	NA	2	NA
1298851	Thermosulfidibacter takaii ABI70S6	NA	28	NA
1299	Deinococcus radiodurans	1	NA	NA
129958	Carboxydothermus hydrogenoformans	6	NA	NA
13	Dictyoglomus	NA	11	NA
1300	Streptococcaceae	NA	476	NA
1300150	Enterococcus mundtii QU 25	NA	54	NA
1300164	Methanobrevibacter arboriphilus JCM 13429 = DSM 1125	NA	2	NA
1300227	Bifidobacterium longum subsp. longum GT15	NA	1	NA
1300342	Dokdonella koreensis DS-123	NA	16	NA
1300343	Dokdonia donghaensis DSW-1	NA	12	NA
1300344	Isoptericola dokdonensis DS-3	NA	52	NA
1300347	Nocardioides dokdonensis FR1436	NA	18	NA
1300914	Mucilaginibacter sp. PAMC 26640	23	136	22
1301	Streptococcus	NA	95924	NA
1301098	Pseudomonas knackmussii B13	NA	9	NA
1301283	Oscillatoriophycideae	NA	6	NA
1302	Streptococcus gordonii	5907	2793	5953
1302659	Planococcus sp. L10.15	7	7	NA
1302863	Streptococcus cristatus AS 1.3089	NA	1196	NA
1303	Streptococcus oralis	38975	15906	39832
1303024	Mycobacterium abscessus subsp. bolletii 50594	NA	3	NA
13035	Dactylococcopsis salina PCC 8305	NA	13	NA
1303692	Streptomyces fulvissimus DSM 40593	NA	10	NA
1303921	endosymbiont of Bathymodiolus septemdierum str. Myojin knoll	NA	12	NA
1304	Streptococcus salivarius	2682	1033	2712
1304873	Pasteurella multocida subsp. multocida OH4807	NA	530	NA
1304890	Pasteurella multocida OH1905	NA	42	NA
1305	Streptococcus sanguinis	10110	NA	10075
1306419	Burkholderia pseudomallei HBPUB10303a	NA	1	NA
1306519	Flavobacterium sp. PK15	10	78	10
1306787	Alcanivorax pacificus	8	NA	NA
1307	Streptococcus suis	675	655	689
1307428	Fusobacterium nucleatum subsp. nucleatum ChDC F316	NA	260	NA
1307442	Fusobacterium hwasookii ChDC F174	NA	601	NA
1307443	Fusobacterium hwasookii ChDC F206	NA	329	NA
1307444	Fusobacterium hwasookii ChDC F300	NA	322	NA
1307761	Salinispira pacifica	3	48	NA
1307763	Kiritimatiella glycovorans	2	21	NA
1307832	Tannerella forsythia 3313	NA	620	NA
1307833	Tannerella forsythia KS16	NA	664	NA
1307839	Salinivirga cyanobacteriivorans	25	371	16
1308	Streptococcus thermophilus	588	327	580
1308863	Bacillus phage vB_BanS-Tsamsa	NA	4	NA
1308980	Klebsiella michiganensis HKOPL1	NA	3	NA
1309	Streptococcus mutans	145	225	148
1309411	Deinococcus soli Cha et al. 2016	4	1	NA
1309583	Bacillus phage MG-B1	NA	1	NA
1309806	Streptococcus agalactiae 09mas018883	NA	5	NA
1309807	Streptococcus agalactiae ILRI005	NA	10	NA
1311	Streptococcus agalactiae	555	510	542
1311759	Mannheimia haemolytica D171	NA	55	NA
1313	Streptococcus pneumoniae	47049	7868	28254
1313172	Ilumatobacter coccineus YM16-304	NA	20	NA
13134	Magnetospirillum	NA	6	NA
1314	Streptococcus pyogenes	327	79	115
1315283	Pseudoalteromonas translucida KMM 520	NA	9	NA
131567	cellular organisms	NA	8123	NA
131568	Kineococcus radiotolerans	23	NA	20
1315974	Sphingobium sp. TKS	3	8	NA
1316444	Blattabacterium sp. (Nauphoeta cinerea)	1	6	NA
1318	Streptococcus parasanguinis	5416	2405	5410
1318466	Acholeplasma palmae J233	NA	32	NA
1318635	Lactobacillus casei LOCK919	NA	1	NA
1318743	Bartonella ancashensis	5	1	NA
132132	Desulfomicrobium orale	18	NA	NA
1323664	Paraburkholderia caribensis MBA4	NA	9	NA
1324350	Acinetobacter equi	24	38	17
1324352	Chryseobacterium gallinarum	58	282	60
1324931	Pseudomonas syringae pv. syringae B301D	NA	4	NA
1324957	Candidatus Halobonum tyrrellensis G22	NA	3	NA
1324991	unclassified Anaerolineaceae	NA	3	NA
1325564	Nitrospira japonica	2	17	NA
1327770	Mycobacterium phage HINdeR	NA	2	NA
1327772	Mycobacterium phage Jobu08	NA	1	NA
1327935	Cronobacter phage S13	NA	1	NA
1327976	Cellulophaga phage phi12:1	NA	1	NA
1327981	Cellulophaga phage phi10:1	NA	1	NA
1327985	Cellulophaga phage phi46:3	NA	2	NA
1327988	Lactobacillus plantarum 16	NA	3	NA
1327989	Serratia sp. FS14	NA	2	NA
1328	Streptococcus anginosus	1334	827	1322
1328314	Azotobacter chroococcum NCIMB 8003	NA	30	NA
1328859	Escherichia coli O157:H7 str. SS17	NA	37	NA
132919	Rhodococcus jostii	1	NA	NA
132920	Exiguobacterium antarcticum	5	NA	NA
1329200	Fictibacillus	NA	16	NA
1329969	Pseudomonas sp. GLE121	NA	1	NA
133	Methylocystis	NA	2	NA
1330330	Kosmotoga pacifica	1	18	NA
1330547	Kosakonia	NA	3	NA
1331258	Bordetella pseudohinzii	18	9	18
1332080	Sphingobium baderi	6	6	NA
1332264	Tessaracoccus sp. NSG39	31	50	30
1333523	Salinarchaeum sp. Harcht-Bsk1	NA	8	NA
1333534	Paenibacillus durus ATCC 35681	NA	15	NA
1333848	Citrobacter freundii CFNIH1	NA	1	NA
1333852	Klebsiella oxytoca KONIH1	NA	2	NA
1334	Streptococcus dysgalactiae	195	NA	200
1334187	Haemophilus influenzae KR494	NA	1495	NA
1334193	Enterobacter lignolyticus	16	41	14
133453	Caldilinea aerophila	2	NA	NA
1334629	Myxococcus fulvus 124B02	NA	45	NA
1335048	Defluviimonas alba	2	31	NA
1335230	Pseudomonas phage PaBG	NA	1	NA
133539	Nitrosococcus halophilus	3	NA	NA
1335746	Spiribacter salinus	4	NA	NA
1335757	Spiribacter curvatus	3	9	NA
1336	Streptococcus equi	237	145	244
1336746	Streptococcus pyogenes HSC5	NA	1	NA
1336794	Formosa sp. Hel1_33_131	20	99	21
1336795	Formosa sp. Hel3_A1_48	11	93	NA
13373	Burkholderia mallei	100	1	96
1337877	Paenibacillus phage phiIBB_Pl23	1222	NA	NA
1337936	Calothrix sp. 336/3	NA	7	NA
1338	Streptococcus intermedius	2583	1103	2587
1338011	Elizabethkingia anophelis NUHP1	NA	95	NA
1338034	Vibrio parahaemolyticus O1:Kuk str. FDA_R31	NA	1	NA
1338689	Pseudomonas sp. JY-Q	NA	17	NA
133924	Leisingera methylohalidivorans	6	NA	NA
133925	Olsenella	NA	30	NA
133926	Olsenella uli	20	NA	19
1340425	Geobacter anodireducens	1	4	NA
1340495	Lactobacillus reuteri I5007	NA	6	NA
1340830	Mycobacterium phage KayaCho	NA	2	NA
1340847	Streptococcus suis T15	NA	39	NA
1341692	Clostridium autoethanogenum DSM 10061	NA	7	NA
1341694	Bifidobacterium indicum LMG 11587 = DSM 20214	NA	2	NA
134287	secondary endosymbiont of Heteropsylla cubana	2	5	NA
1344042	Enterococcus faecium T110	NA	7	NA
1344959	Citrobacter freundii complex	NA	12	NA
134537	Paraburkholderia fungorum	7	15	NA
1346	Streptococcus iniae	61	89	58
134601	Mycobacterium goodii	3	9	NA
134623	Opitutaceae	NA	4	NA
1346611	[Clostridium] stercorarium subsp. leptospartum DSM 9219	NA	1	NA
134676	Actinoplanes sp. SE50/110	5	22	NA
1348	Streptococcus parauberis	38	NA	44
1348114	Pseudoalteromonas sp. OCN003	23	36	15
134821	Ureaplasma parvum	1	1	NA
1348584	Cellulophaga baltica 18	NA	14	NA
1348585	Cellulophaga baltica NN016038	NA	13	NA
1348662	Corynebacterium argentoratense DSM 44202	NA	71	NA
1348774	Croceicoccus naphthovorans	22	10	14
1349	Streptococcus uberis	47	NA	48
1349409	Pandoravirus dulcis	NA	4	NA
1349410	Pandoravirus salinus	NA	7	NA
134962	Nocardia soli	10	26	NA
1349767	Janthinobacterium agaricidamnosum NBRC 102515 = DSM 9628	NA	21	NA
1349819	Aureimonas sp. AU20	8	37	NA
1350	Enterococcus	NA	183	NA
1351	Enterococcus faecalis	63	138	49
1351755	Clostridium chauvoei JF4335	NA	53	NA
1352	Enterococcus faecium	48	65	40
1352356	Helicobacter pylori SouthAfrica20	NA	2	NA
1352940	Elizabethkingia anophelis FMS-007	NA	10	NA
1353	Enterococcus gallinarum	6	18	NA
1353243	Streptococcus anginosus subsp. whileyi MAS624	NA	30	NA
1353246	Candidatus Nitrosotenuis chungbukensis	NA	3	NA
1354	Enterococcus hirae	28	54	19
1354240	Riemerella anatipestifer CH3	NA	6	NA
1354275	Mycobacterium vaccae 95051	NA	8	NA
1354302	Aeromonas hydrophila 4AK4	NA	5	NA
1354304	Xenorhabdus poinarii G6	NA	21	NA
135461	Bacillus subtilis subsp. subtilis	NA	8	NA
135487	Nocardia cyriacigeorgica	8	NA	NA
1355015	Streptomyces pluripotens	3	11	NA
1355477	Bradyrhizobium diazoefficiens	8	8	NA
135577	Idiomarina loihiensis	8	18	NA
135613	Chromatiales	NA	11	NA
135614	Xanthomonadales	NA	24	NA
135616	Piscirickettsiaceae	NA	3	NA
135617	Thiotrichaceae	NA	1	NA
135619	Oceanospirillales	NA	26	NA
135620	Oceanospirillaceae	NA	3	NA
135621	Pseudomonadaceae	NA	29	NA
135622	Alteromonadales	NA	57	NA
1356852	Hymenobacter sp. APR13	21	57	21
1357	Lactococcus	NA	20	NA
135720	Neisseria meningitidis serogroup C	NA	2	NA
1357279	Pseudomonas syringae CC1557	NA	7	NA
135735	Bacillus endophyticus	22	27	18
1357915	Arthrobacter sp. QXT-31	7	12	NA
1357916	Sphingopyxis sp. QXT-31	2	6	NA
1358	Lactococcus lactis	147	248	295
1358027	Lactobacillus reuteri TD1	NA	2	NA
1359	Lactococcus lactis subsp. cremoris	NA	98	NA
136	Spirochaetales	NA	8	NA
1360	Lactococcus lactis subsp. lactis	NA	67	NA
136094	Thermocrinis albus	1	NA	NA
1363	Lactococcus garvieae	39	35	24
1364	Lactococcus piscium	17	NA	11
1365188	Borrelia anserina Es	NA	5	NA
1367477	Bacillus infantis NRRL B-14911	NA	32	NA
1367847	Paracoccus aminophilus JCM 7686	NA	18	NA
136841	Pseudomonas aeruginosa group	NA	11	NA
136843	Pseudomonas fluorescens group	NA	23	NA
